Store,Price,Quantity
1391,49.0,4
3531,49.0,4
86,49.0,7
2936,49.0,5
3708,49.0,1
1541,49.0,7
2619,49.0,4
3339,49.0,3
2058,49.0,3
685,49.0,4
1330,49.0,6
1923,49.0,12
5835,49.0,1
201,49.0,4
4574,49.0,4
564,49.0,5
918,49.0,3
5124,49.0,1
5409,49.0,3
1766,49.0,3
4321,49.0,3
1674,49.0,17
2937,49.0,6
1200,49.0,4
89,49.0,1
448,49.0,9
2265,49.0,4
2027,49.0,4
686,49.0,3
2618,49.0,3
1102,49.0,2
2460,49.0,5
199,49.0,3
332,49.0,3
565,49.0,1
855,49.0,5
1539,49.0,1
805,49.0,3
1765,49.0,4
5123,49.0,2
4318,49.0,3
1673,49.0,4
3533,49.0,2
2938,49.0,4
1331,49.0,1
3762,49.0,5
1929,49.0,2
5410,49.0,3
1199,49.0,6
2620,49.0,3
3344,49.0,7
204,49.0,5
2059,49.0,8
2266,49.0,4
335,49.0,1
1439,49.0,6
4583,49.0,8
1333,49.0,3
3763,49.0,5
5414,49.0,6
2939,49.0,3
1202,49.0,4
4323,49.0,4
1481,49.0,3
5842,49.0,2
451,49.0,4
3348,49.0,0
2055,49.0,14
2261,49.0,3
688,49.0,2
808,49.0,5
1769,49.0,3
1103,49.0,6
922,49.0,4
5127,49.0,4
3534,49.0,4
88,49.0,4
1678,49.0,4
1201,49.0,3
3729,49.0,4
2941,49.0,6
1932,49.0,4
5416,49.0,8
2627,49.0,8
2471,49.0,4
338,49.0,4
4588,49.0,12
3349,49.0,8
2061,49.0,4
415,49.0,3
4325,49.0,9
1337,49.0,0
1768,49.0,3
1440,49.0,2
3537,49.0,6
5419,49.0,1
3765,49.0,3
1676,49.0,3
923,49.0,6
1203,49.0,7
2726,49.0,9
690,49.0,6
2386,49.0,3
3347,49.0,4
5088,49.0,2
458,49.0,6
4558,49.0,4
2271,49.0,8
2062,49.0,6
4330,49.0,3
1773,49.0,5
2945,49.0,12
2628,49.0,5
94,49.0,3
1677,49.0,5
1441,49.0,3
5417,49.0,5
3738,49.0,4
1332,49.0,5
811,49.0,7
206,49.0,4
2063,49.0,4
2263,49.0,8
2474,49.0,3
3350,49.0,5
3538,49.0,8
1205,49.0,2
340,49.0,1
1771,49.0,10
459,49.0,3
1536,49.0,7
5115,49.0,8
2631,49.0,3
4332,49.0,12
95,49.0,2
1679,49.0,5
3351,49.0,6
813,49.0,6
1340,49.0,4
3541,49.0,5
1204,49.0,4
2064,49.0,13
2781,49.0,3
1772,49.0,17
163,49.0,2
5420,49.0,10
2476,49.0,2
5134,49.0,4
5853,49.0,5
3771,49.0,5
2629,49.0,5
1547,49.0,7
1444,49.0,6
4599,49.0,2
1938,49.0,4
631,49.0,5
812,49.0,2
456,49.0,35
1339,49.0,4
4333,49.0,3
3352,49.0,4
2950,49.0,5
2273,49.0,1
3503,49.0,5
1774,49.0,5
2783,49.0,4
2066,49.0,5
5133,49.0,4
924,49.0,2
1438,49.0,2
548,49.0,3
4600,49.0,4
4334,49.0,4
694,49.0,4
1551,49.0,2
2951,49.0,3
1682,49.0,4
99,49.0,4
5418,49.0,4
1104,49.0,1
1341,49.0,3
3360,49.0,4
212,49.0,3
2274,49.0,7
927,49.0,4
571,49.0,5
461,49.0,11
5139,49.0,1
1429,49.0,7
4336,49.0,3
1207,49.0,7
2956,49.0,4
695,49.0,3
1342,49.0,0
3362,49.0,5
1552,49.0,4
97,49.0,4
807,49.0,5
2786,49.0,3
1776,49.0,8
929,49.0,16
2479,49.0,4
1940,49.0,7
4606,49.0,3
4335,49.0,2
2065,49.0,6
572,49.0,2
2955,49.0,3
1206,49.0,4
5137,49.0,2
697,49.0,9
3363,49.0,3
5857,49.0,4
814,49.0,5
464,49.0,4
2787,49.0,23
1548,49.0,1
1777,49.0,7
2641,49.0,11
2272,49.0,4
930,49.0,3
1447,49.0,3
3364,49.0,5
4609,49.0,3
573,49.0,4
1210,49.0,3
815,49.0,3
101,49.0,3
2957,49.0,3
1888,49.0,3
5425,49.0,7
2073,49.0,3
465,49.0,4
1555,49.0,10
2789,49.0,-1
3560,49.0,4
1298,49.0,7
933,49.0,5
698,49.0,3
1398,49.0,5
4611,49.0,4
816,49.0,4
2958,49.0,12
1781,49.0,2
5117,49.0,5
1942,49.0,8
3366,49.0,2
1491,49.0,1
1347,49.0,6
3564,49.0,7
1212,49.0,2
3777,49.0,4
2482,49.0,9
1448,49.0,5
103,49.0,6
2959,49.0,3
5430,49.0,3
2788,49.0,3
3367,49.0,3
1943,49.0,8
2281,49.0,5
3781,49.0,10
699,49.0,2
1553,49.0,8
931,49.0,6
1784,49.0,4
1449,49.0,7
2282,49.0,10
1158,49.0,3
692,49.0,5
2964,49.0,6
935,49.0,1
1554,49.0,4
96,49.0,4
2793,49.0,3
470,49.0,12
1946,49.0,5
3370,49.0,4
3782,49.0,3
5879,49.0,8
702,49.0,3
2078,49.0,4
1216,49.0,4
3569,49.0,9
4352,49.0,4
936,49.0,4
471,49.0,3
2735,49.0,0
2953,49.0,7
2283,49.0,4
3780,49.0,6
1788,49.0,9
3380,49.0,6
2012,49.0,4
937,49.0,4
104,49.0,3
4350,49.0,3
3571,49.0,3
705,49.0,7
2791,49.0,9
2966,49.0,8
1734,49.0,6
1105,49.0,3
2080,49.0,0
3379,49.0,6
821,49.0,7
4356,49.0,3
105,49.0,3
659,49.0,3
1213,49.0,5
2963,49.0,14
1790,49.0,7
3381,49.0,8
2796,49.0,1
5141,49.0,4
1219,49.0,2
2968,49.0,4
107,49.0,1
2075,49.0,5
1218,49.0,5
1793,49.0,2
2967,49.0,4
574,49.0,1
2083,49.0,2
1220,49.0,4
5145,49.0,21
575,49.0,3
1796,49.0,23
216,49.0,2
346,49.0,4
1222,49.0,10
5428,49.0,4
114,49.0,3
5144,49.0,3
344,49.0,4
1082,49.0,4
1221,49.0,2
1791,49.0,7
576,49.0,6
112,49.0,3
217,49.0,2
5147,49.0,3
1558,49.0,3
577,49.0,3
1798,49.0,4
1556,49.0,5
578,49.0,4
5150,49.0,2
1117,49.0,3
1560,49.0,3
1799,49.0,4
1118,49.0,2
1801,49.0,10
579,49.0,5
1563,49.0,6
1802,49.0,9
580,49.0,4
1113,49.0,2
224,49.0,6
1557,49.0,3
3383,49.0,10
1803,49.0,4
581,49.0,3
231,49.0,5
1805,49.0,3
582,49.0,2
227,49.0,4
1807,49.0,5
1746,49.0,7
1123,49.0,2
1570,49.0,2
585,49.0,6
1223,49.0,3
1225,49.0,5
536,49.0,7
1226,49.0,2
1227,49.0,2
1228,49.0,4
1229,49.0,3
1231,49.0,1
1232,49.0,11
589,49.0,4
588,49.0,4
